"shot_id","shot_made_flag"
1,0.487177083333333
8,0.606653222934473
17,0.526735134578145
20,0.769838358104271
33,0.563
34,0.608979166666667
35,0.470501083862021
36,0.44406268717041
37,0.63449498966301
38,0.583833333333333
45,0.427039151363987
50,0.67185119047619
55,0.624712009803922
60,0.59359812294483
66,0.7551875
67,0.47975
71,0.741270833333334
80,0.687713203463204
85,0.549854166666667
86,0.7130625
95,0.727375
104,0.690984375
113,0.670122023809524
123,0.570497023809524
126,0.795666666666667
133,0.494170596506693
141,0.793626893939394
144,0.554534644994529
150,0.655755946450112
152,0.5311875
153,0.651320413650465
156,0.409913501206251
159,0.720239223173751
165,0.796620416015558
172,0.681583333333334
182,0.663977595173338
192,0.572174107142857
193,0.594389083415561
196,0.652270833333333
202,0.593517857142857
210,0.472668592436975
211,0.708601190476191
228,0.787051772782825
257,0.6301875
260,0.643895833333333
264,0.727416666666667
267,0.821166666666667
279,0.923112973139699
282,0.680854166666667
293,0.7156875
299,0.757583333333333
300,0.734041666666667
301,0.564055555555556
317,0.646833333333333
327,0.611781746031746
328,0.5886875
335,0.538844609690612
346,0.645074404761905
348,0.641083333333333
365,0.591286173445535
390,0.602385491918271
391,0.604871314218396
392,0.653125
397,0.577568711180124
418,0.722145833333334
428,0.512395833333333
434,0.556708333333333
439,0.610430168632552
440,0.627166666666667
456,0.596291666666667
459,0.7685625
472,0.727166666666667
480,0.683458333333334
491,0.598973214285714
497,0.723916666666667
509,0.612958333333333
511,0.583913949275362
523,0.646458333333333
533,0.695583333333334
544,0.350528097582118
546,0.471321031159446
555,0.755066838655059
558,0.533407738095238
560,0.426708333333333
573,0.65778869047619
591,0.733541666666667
596,0.7199375
597,0.7296875
601,0.728791666666667
605,0.66525
617,0.581541666666667
628,0.539818452380952
634,0.652958333333333
646,0.782981060606061
649,0.729166666666667
651,0.734325151609857
654,0.820782838654865
656,0.484269709632336
657,0.636416666666667
669,0.644270833333333
670,0.84538009575752
693,0.641604166666667
694,0.7005625
699,0.608489130434783
711,0.637958333333334
718,0.695895833333333
722,0.582796230750124
723,0.589590773809524
725,0.788995833333333
734,0.6305
735,0.620423386379929
737,0.721889880952381
746,0.643604166666667
747,0.572583333333333
766,0.527132575757576
767,0.598153273809524
771,0.497504807692308
773,0.583814393939394
774,0.669072463768116
783,0.621541666666667
784,0.632434523809524
789,0.635892857142857
792,0.522171568627451
804,0.610559523809524
809,0.636112554112554
812,0.62597619047619
813,0.586054924242425
817,0.502434523809524
820,0.683666666666667
825,0.698892857142857
826,0.723354166666667
829,0.465460648148148
855,0.535153846153846
859,0.702585691240398
862,0.540171042550684
870,0.608559523809524
876,0.686520833333333
880,0.682788690476191
886,0.889167676310115
889,0.830583333333333
891,0.559783559364999
897,0.934623484164318
902,0.513928571428571
903,0.672583333333334
908,0.584727040816327
909,0.599291666666667
920,0.640605654761905
922,0.7065
924,0.585520833333333
932,0.653083333333334
934,0.586339015151515
937,0.683503787878788
941,0.499375
943,0.715041666666667
950,0.733958333333333
952,0.539916666666666
954,0.913206261111452
963,0.673997023809524
975,0.619010416666667
979,0.661458333333333
981,0.600770833333333
983,0.407319886992852
985,0.591901600448646
989,0.59445132595589
995,0.726479166666667
998,0.453881826976565
1008,0.759751893939394
1019,0.505917228109878
1023,0.6468125
1026,0.717479166666667
1029,0.8071875
1034,0.878729166666667
1036,0.614369047619048
1038,0.749833333333333
1039,0.591229166666667
1051,0.438222800380169
1052,0.495666666666667
1066,0.739020833333333
1087,0.635916666666667
1092,0.675666666666667
1094,0.817520833333333
1098,0.697375
1099,0.659245192307692
1102,0.567330497678889
1118,0.614230744949495
1131,0.6855625
1133,0.503792551481617
1135,0.794852175697662
1138,0.514933362784573
1139,0.751282098944965
1142,0.489419554455445
1151,0.509948422237485
1152,0.637666666666667
1155,0.457736315518632
1165,0.617552083333333
1167,0.807838320392951
1172,0.568248789271521
1174,0.71822619047619
1180,0.497293577304998
1200,0.681666666666667
1202,0.697875
1227,0.577916666666667
1228,0.48779668447941
1229,0.634401041666667
