"shot_id","shot_made_flag"
1,0.356913715600967
8,0.368317067623138
17,0.562799394130707
20,0.663037359714508
33,0.340101182460785
34,0.394339829683304
35,0.435968518257141
36,0.422004133462906
37,0.701937913894653
38,0.382179856300354
45,0.362816452980042
50,0.326294541358948
55,0.2981336414814
60,0.295100957155228
66,0.314089566469193
67,0.311969071626663
71,0.385482132434845
80,0.288246124982834
85,0.325058698654175
86,0.586380898952484
95,0.603249073028564
104,0.390616357326508
113,0.369205057621002
123,0.350949794054031
126,0.79015588760376
133,0.644905686378479
141,0.282562583684921
144,0.415779650211334
150,0.651781916618347
152,0.410546660423279
153,0.604922354221344
156,0.405689656734467
159,0.881039142608643
165,0.77422684431076
172,0.408641397953033
182,0.83842146396637
192,0.391821473836899
193,0.628396093845367
196,0.332311421632767
202,0.350909918546677
210,0.350050926208496
211,0.374918639659882
228,0.850111365318298
257,0.429980486631393
260,0.421879500150681
264,0.411649733781815
267,0.597906351089478
279,0.856572329998016
282,0.400815725326538
293,0.368392616510391
299,0.776189863681793
300,0.670537054538727
301,0.752627730369568
317,0.351128667593002
327,0.378209352493286
328,0.314223408699036
335,0.399352520704269
346,0.742700159549713
348,0.307076513767242
365,0.397746920585632
390,0.612481355667114
391,0.593274474143982
392,0.752105295658112
397,0.363534927368164
418,0.390262842178345
428,0.18897956609726
434,0.599236190319061
439,0.41374871134758
440,0.393214195966721
456,0.365727484226227
459,0.313500106334686
472,0.434509634971619
480,0.285012155771255
491,0.335041761398315
497,0.412328124046326
509,0.366453796625137
511,0.381028413772583
523,0.18723027408123
533,0.389375656843185
544,0.440748244524002
546,0.377217978239059
555,0.649962484836578
558,0.340017586946487
560,0.357567429542542
573,0.336538583040237
591,0.403473079204559
596,0.354675531387329
597,0.399252355098724
601,0.6316197514534
605,0.418634116649628
617,0.333238333463669
628,0.304313093423843
634,0.366349399089813
646,0.326403260231018
649,0.397242039442062
651,0.660291850566864
654,0.778433620929718
656,0.434541761875153
657,0.413168907165527
669,0.392077386379242
670,0.851040482521057
693,0.641878128051758
694,0.317104071378708
699,0.414951652288437
711,0.371409386396408
718,0.355304539203644
722,0.345986425876617
723,0.354103237390518
725,0.656073570251465
734,0.353358864784241
735,0.42448502779007
737,0.723533034324646
746,0.321307003498077
747,0.663171350955963
766,0.369706362485886
767,0.357464611530304
771,0.29339462518692
773,0.288573414087296
774,0.40732130408287
783,0.34152740240097
784,0.384569406509399
789,0.34759858250618
792,0.40378525853157
804,0.332599192857742
809,0.3806092441082
812,0.320072174072266
813,0.392535150051117
817,0.35118904709816
820,0.352799415588379
825,0.369996309280396
826,0.370680868625641
829,0.349008560180664
855,0.435717165470123
859,0.633281171321869
862,0.423147410154343
870,0.415841072797775
876,0.347505778074265
880,0.365995943546295
886,0.914992153644562
889,0.790330410003662
891,0.388346463441849
897,0.918147027492523
902,0.361120194196701
903,0.343220829963684
908,0.357954084873199
909,0.375764787197113
920,0.365542441606522
922,0.413635820150375
924,0.634047508239746
932,0.35726872086525
934,0.354781538248062
937,0.377351343631744
941,0.309862017631531
943,0.355814665555954
950,0.393238812685013
952,0.341054528951645
954,0.867128133773804
963,0.332252144813538
975,0.357878535985947
979,0.389416515827179
981,0.418472856283188
983,0.217857196927071
985,0.451914519071579
989,0.459279924631119
995,0.419804483652115
998,0.391552060842514
1008,0.296659857034683
1019,0.707451045513153
1023,0.390206784009933
1026,0.349850207567215
1029,0.646265804767609
1034,0.758079528808594
1036,0.652182042598724
1038,0.331193447113037
1039,0.601249635219574
1051,0.370839655399323
1052,0.295653074979782
1066,0.338263243436813
1087,0.291575729846954
1092,0.236673653125763
1094,0.754519820213318
1098,0.400705486536026
1099,0.381679743528366
1102,0.383731126785278
1118,0.386956304311752
1131,0.344503581523895
1133,0.642125904560089
1135,0.840508043766022
1138,0.409286946058273
1139,0.736534833908081
1142,0.393113940954208
1151,0.330402165651321
1152,0.377303004264832
1155,0.56818026304245
1165,0.357495337724686
1167,0.876941621303558
1172,0.348942846059799
1174,0.676960468292236
1180,0.430570185184479
1200,0.416187047958374
1202,0.376547574996948
1227,0.553544938564301
1228,0.642812371253967
1229,0.352620720863342
1237,0.394331514835358
1241,0.401229202747345
1256,0.306412607431412
1279,0.407688319683075
1293,0.293612867593765
1295,0.339931666851044
1319,0.670943260192871
1320,0.399281680583954
1321,0.765783369541168
1322,0.651592969894409
1334,0.257028937339783
1351,0.656574547290802
1373,0.328471153974533
1375,0.322815746068954
1380,0.389131814241409
1382,0.724363386631012
1385,0.430775374174118
1399,0.385990142822266
1403,0.796756505966187
1428,0.270986884832382
1434,0.321953505277634
1444,0.877983868122101
1448,0.393220454454422
1466,0.788027226924896
1476,0.383907943964005
1478,0.363411903381348
1485,0.368568688631058
1491,0.620218634605408
1494,0.634494423866272
